District,Region,Date,Total_Cloud_Cover
Abim,Northern,1991-12-31,0.52352065
Abim,Northern,1992-01-31,0.53495127
Abim,Northern,1992-02-29,0.5574307
Abim,Northern,1992-03-31,0.5460151
Abim,Northern,1992-04-30,0.7053949
Abim,Northern,1992-05-31,0.64406824
Abim,Northern,1992-06-30,0.6394512
Abim,Northern,1992-07-31,0.634502
Abim,Northern,1992-08-31,0.6555117
Abim,Northern,1992-09-30,0.4648074
Abim,Northern,1992-10-31,0.7536347
Abim,Northern,1992-11-30,0.61946076
Abim,Northern,1992-12-31,0.6308076
Abim,Northern,1993-01-31,0.55076784
Abim,Northern,1993-02-28,0.644605
Abim,Northern,1993-03-31,0.4207677
Abim,Northern,1993-04-30,0.59689784
Abim,Northern,1993-05-31,0.66171604
Abim,Northern,1993-06-30,0.5386224
Abim,Northern,1993-07-31,0.5430291
Abim,Northern,1993-08-31,0.64493966
Abim,Northern,1993-09-30,0.4524128
Abim,Northern,1993-10-31,0.52825147
Abim,Northern,1993-11-30,0.5004495
Abim,Northern,1993-12-31,0.3788652
Abim,Northern,1994-01-31,0.33809698
Abim,Northern,1994-02-28,0.4791058
Abim,Northern,1994-03-31,0.59557796
Abim,Northern,1994-04-30,0.6643731
Abim,Northern,1994-05-31,0.6494675
Abim,Northern,1994-06-30,0.7054015
Abim,Northern,1994-07-31,0.70884925
Abim,Northern,1994-08-31,0.6303728
Abim,Northern,1994-09-30,0.4865369
Abim,Northern,1994-10-31,0.66947967
Abim,Northern,1994-11-30,0.75599056
Abim,Northern,1994-12-31,0.47075233
Abim,Northern,1995-01-31,0.4438797
Abim,Northern,1995-02-28,0.5581787
Abim,Northern,1995-03-31,0.6592681
Abim,Northern,1995-04-30,0.673148
Abim,Northern,1995-05-31,0.6191028
Abim,Northern,1995-06-30,0.53589195
Abim,Northern,1995-07-31,0.5586989
Abim,Northern,1995-08-31,0.4148022
Abim,Northern,1995-09-30,0.5403468
Abim,Northern,1995-10-31,0.6917286
Abim,Northern,1995-11-30,0.62822646
Abim,Northern,1995-12-31,0.47168955
Abim,Northern,1996-01-31,0.41000414
Abim,Northern,1996-02-29,0.42723837
Abim,Northern,1996-03-31,0.6585853
Abim,Northern,1996-04-30,0.6717079
Abim,Northern,1996-05-31,0.74272937
Abim,Northern,1996-06-30,0.6281035
Abim,Northern,1996-07-31,0.65601945
Abim,Northern,1996-08-31,0.5687592
Abim,Northern,1996-09-30,0.59356296
Abim,Northern,1996-10-31,0.56173795
Abim,Northern,1996-11-30,0.7404044
Abim,Northern,1996-12-31,0.4173297
Abim,Northern,1997-01-31,0.57622415
Abim,Northern,1997-02-28,0.28555682
Abim,Northern,1997-03-31,0.6193225
Abim,Northern,1997-04-30,0.80576545
Abim,Northern,1997-05-31,0.5338277
Abim,Northern,1997-06-30,0.45225516
Abim,Northern,1997-07-31,0.5369203
Abim,Northern,1997-08-31,0.5627361
Abim,Northern,1997-09-30,0.3674613
Abim,Northern,1997-10-31,0.6197508
Abim,Northern,1997-11-30,0.758055
Abim,Northern,1997-12-31,0.53754574
Abim,Northern,1998-01-31,0.6808803
Abim,Northern,1998-02-28,0.59818363
Abim,Northern,1998-03-31,0.43532792
Abim,Northern,1998-04-30,0.55439466
Abim,Northern,1998-05-31,0.61851937
Abim,Northern,1998-06-30,0.6543794
Abim,Northern,1998-07-31,0.67223096
Abim,Northern,1998-08-31,0.5537884
Abim,Northern,1998-09-30,0.4547116
Abim,Northern,1998-10-31,0.6930235
Abim,Northern,1998-11-30,0.59083635
Abim,Northern,1998-12-31,0.27809834
Abim,Northern,1999-01-31,0.47943652
Abim,Northern,1999-02-28,0.40618905
Abim,Northern,1999-03-31,0.68962747
Abim,Northern,1999-04-30,0.67726445
Abim,Northern,1999-05-31,0.652551
Abim,Northern,1999-06-30,0.6570854
Abim,Northern,1999-07-31,0.7480714
Abim,Northern,1999-08-31,0.6407318
Abim,Northern,1999-09-30,0.45800662
Abim,Northern,1999-10-31,0.57956475
Abim,Northern,1999-11-30,0.55464417
Abim,Northern,1999-12-31,0.51750124
Abim,Northern,2000-01-31,0.21496534
Abim,Northern,2000-02-29,0.3126388
Abim,Northern,2000-03-31,0.3788984
Abim,Northern,2000-04-30,0.7421635
Abim,Northern,2000-05-31,0.5358028
Abim,Northern,2000-06-30,0.56933945
Abim,Northern,2000-07-31,0.683007
Abim,Northern,2000-08-31,0.5925427
Abim,Northern,2000-09-30,0.47246453
Abim,Northern,2000-10-31,0.66056985
Abim,Northern,2000-11-30,0.611296
Abim,Northern,2000-12-31,0.42521787
Abim,Northern,2001-01-31,0.5659532
Abim,Northern,2001-02-28,0.45398954
Abim,Northern,2001-03-31,0.6217628
Abim,Northern,2001-04-30,0.6677542
Abim,Northern,2001-05-31,0.65640634
Abim,Northern,2001-06-30,0.7336502
Abim,Northern,2001-07-31,0.5880433
Abim,Northern,2001-08-31,0.6986745
Abim,Northern,2001-09-30,0.4959682
Abim,Northern,2001-10-31,0.68723345
Abim,Northern,2001-11-30,0.68352455
Abim,Northern,2001-12-31,0.5880093
Abim,Northern,2002-01-31,0.6482999
Abim,Northern,2002-02-28,0.4615374
Abim,Northern,2002-03-31,0.66683656
Abim,Northern,2002-04-30,0.6161371
Abim,Northern,2002-05-31,0.6199136
Abim,Northern,2002-06-30,0.56895477
Abim,Northern,2002-07-31,0.4852134
Abim,Northern,2002-08-31,0.6202717
Abim,Northern,2002-09-30,0.43680307
Abim,Northern,2002-10-31,0.7241239
Abim,Northern,2002-11-30,0.4968573
Abim,Northern,2002-12-31,0.55982786
Abim,Northern,2003-01-31,0.4404045
Abim,Northern,2003-02-28,0.41332844
Abim,Northern,2003-03-31,0.47430727
Abim,Northern,2003-04-30,0.70898247
Abim,Northern,2003-05-31,0.6284557
Abim,Northern,2003-06-30,0.67384046
Abim,Northern,2003-07-31,0.5959411
Abim,Northern,2003-08-31,0.6309717
Abim,Northern,2003-09-30,0.43659857
Abim,Northern,2003-10-31,0.5255138
Abim,Northern,2003-11-30,0.5994256
Abim,Northern,2003-12-31,0.32229796
Abim,Northern,2004-01-31,0.61243564
Abim,Northern,2004-02-29,0.5519919
Abim,Northern,2004-03-31,0.6173365
Abim,Northern,2004-04-30,0.7966034
Abim,Northern,2004-05-31,0.6056136
Abim,Northern,2004-06-30,0.60667783
Abim,Northern,2004-07-31,0.6717178
Abim,Northern,2004-08-31,0.55810684
Abim,Northern,2004-09-30,0.52485186
Abim,Northern,2004-10-31,0.5858433
Abim,Northern,2004-11-30,0.59579253
Abim,Northern,2004-12-31,0.5829205
Abim,Northern,2005-01-31,0.42182794
Abim,Northern,2005-02-28,0.4481777
Abim,Northern,2005-03-31,0.6021293
Abim,Northern,2005-04-30,0.70800644
Abim,Northern,2005-05-31,0.7522927
Abim,Northern,2005-06-30,0.56943583
Abim,Northern,2005-07-31,0.61238676
Abim,Northern,2005-08-31,0.6079272
Abim,Northern,2005-09-30,0.61244494
Abim,Northern,2005-10-31,0.62112063
Abim,Northern,2005-11-30,0.49372196
Abim,Northern,2005-12-31,0.37865782
Abim,Northern,2006-01-31,0.333454
Abim,Northern,2006-02-28,0.5563801
Abim,Northern,2006-03-31,0.6222982
Abim,Northern,2006-04-30,0.78143144
Abim,Northern,2006-05-31,0.78385276
Abim,Northern,2006-06-30,0.6521506
Abim,Northern,2006-07-31,0.656949
Abim,Northern,2006-08-31,0.5855395
Abim,Northern,2006-09-30,0.5086197
Abim,Northern,2006-10-31,0.55767566
Abim,Northern,2006-11-30,0.7293908
Abim,Northern,2006-12-31,0.5944392
Abim,Northern,2007-01-31,0.47739336
Abim,Northern,2007-02-28,0.6537891
Abim,Northern,2007-03-31,0.45545742
Abim,Northern,2007-04-30,0.6948033
Abim,Northern,2007-05-31,0.56085604
Abim,Northern,2007-06-30,0.71892947
Abim,Northern,2007-07-31,0.65898395
Abim,Northern,2007-08-31,0.61984104
Abim,Northern,2007-09-30,0.7031123
Abim,Northern,2007-10-31,0.51165575
Abim,Northern,2007-11-30,0.523535
Abim,Northern,2007-12-31,0.40047035
Abim,Northern,2008-01-31,0.52828634
Abim,Northern,2008-02-29,0.6026077
Abim,Northern,2008-03-31,0.6040521
Abim,Northern,2008-04-30,0.6371142
Abim,Northern,2008-05-31,0.54329985
Abim,Northern,2008-06-30,0.6630446
Abim,Northern,2008-07-31,0.6696723
Abim,Northern,2008-08-31,0.55100733
Abim,Northern,2008-09-30,0.53704566
Abim,Northern,2008-10-31,0.6610355
Abim,Northern,2008-11-30,0.6098977
Abim,Northern,2008-12-31,0.4773451
Abim,Northern,2009-01-31,0.3774953
Abim,Northern,2009-02-28,0.39049911
Abim,Northern,2009-03-31,0.45048943
Abim,Northern,2009-04-30,0.686662
Abim,Northern,2009-05-31,0.6874272
Abim,Northern,2009-06-30,0.34464327
Abim,Northern,2009-07-31,0.59664136
Abim,Northern,2009-08-31,0.4578942
Abim,Northern,2009-09-30,0.5608718
Abim,Northern,2009-10-31,0.703846
Abim,Northern,2009-11-30,0.45538595
Abim,Northern,2009-12-31,0.6786178
Abim,Northern,2010-01-31,0.3890921
Abim,Northern,2010-02-28,0.7385106
Abim,Northern,2010-03-31,0.6503313
Abim,Northern,2010-04-30,0.76868534
Abim,Northern,2010-05-31,0.75408435
Abim,Northern,2010-06-30,0.5779574
Abim,Northern,2010-07-31,0.64913434
Abim,Northern,2010-08-31,0.6610598
Abim,Northern,2010-09-30,0.5610531
Abim,Northern,2010-10-31,0.5880682
Abim,Northern,2010-11-30,0.5048811
Abim,Northern,2010-12-31,0.535438
Abim,Northern,2011-01-31,0.50114655
Abim,Northern,2011-02-28,0.44029236
Abim,Northern,2011-03-31,0.55107105
Abim,Northern,2011-04-30,0.6111996
Abim,Northern,2011-05-31,0.6689349
Abim,Northern,2011-06-30,0.7159896
Abim,Northern,2011-07-31,0.5715166
Abim,Northern,2011-08-31,0.6806324
Abim,Northern,2011-09-30,0.6536316
Abim,Northern,2011-10-31,0.71824574
Abim,Northern,2011-11-30,0.7005647
Abim,Northern,2011-12-31,0.41746637
Abim,Northern,2012-01-31,0.40810606
Abim,Northern,2012-02-29,0.4993095
Abim,Northern,2012-03-31,0.41308796
Abim,Northern,2012-04-30,0.85374707
Abim,Northern,2012-05-31,0.61013997
Abim,Northern,2012-06-30,0.7386988
Abim,Northern,2012-07-31,0.7010925
Abim,Northern,2012-08-31,0.69391483
Abim,Northern,2012-09-30,0.58748585
Abim,Northern,2012-10-31,0.6715224
Abim,Northern,2012-11-30,0.649043
Abim,Northern,2012-12-31,0.55245924
Abim,Northern,2013-01-31,0.52393734
Abim,Northern,2013-02-28,0.5088839
Abim,Northern,2013-03-31,0.7055142
Abim,Northern,2013-04-30,0.80846
Abim,Northern,2013-05-31,0.5310351
Abim,Northern,2013-06-30,0.606294
Abim,Northern,2013-07-31,0.64321
Abim,Northern,2013-08-31,0.6273019
Abim,Northern,2013-09-30,0.5497714
Abim,Northern,2013-10-31,0.6986859
Abim,Northern,2013-11-30,0.6243491
Abim,Northern,2013-12-31,0.43494606
Abim,Northern,2014-01-31,0.39542022
Abim,Northern,2014-02-28,0.6287361
Abim,Northern,2014-03-31,0.54047465
Abim,Northern,2014-04-30,0.6629291
Abim,Northern,2014-05-31,0.6466411
Abim,Northern,2014-06-30,0.5124877
Abim,Northern,2014-07-31,0.5556864
Abim,Northern,2014-08-31,0.63028055
Abim,Northern,2014-09-30,0.51697487
Abim,Northern,2014-10-31,0.5924657
Abim,Northern,2014-11-30,0.6157002
Abim,Northern,2014-12-31,0.408628
Abim,Northern,2015-01-31,0.38095036
Abim,Northern,2015-02-28,0.4604145
Abim,Northern,2015-03-31,0.5539635
Abim,Northern,2015-04-30,0.7858034
Abim,Northern,2015-05-31,0.61949664
Abim,Northern,2015-06-30,0.6017979
Abim,Northern,2015-07-31,0.617503
Abim,Northern,2015-08-31,0.38348207
Abim,Northern,2015-09-30,0.41376314
Abim,Northern,2015-10-31,0.6626194
Abim,Northern,2015-11-30,0.673268
Abim,Northern,2015-12-31,0.50075847
Abim,Northern,2016-01-31,0.64242774
Abim,Northern,2016-02-29,0.46902514
Abim,Northern,2016-03-31,0.47963086
Abim,Northern,2016-04-30,0.814471
Abim,Northern,2016-05-31,0.68238753
Abim,Northern,2016-06-30,0.58400625
Abim,Northern,2016-07-31,0.5945008
Abim,Northern,2016-08-31,0.45705053
Abim,Northern,2016-09-30,0.5233407
Abim,Northern,2016-10-31,0.56354016
Abim,Northern,2016-11-30,0.5945088
Abim,Northern,2016-12-31,0.3430721
Abim,Northern,2017-01-31,0.29309633
Abim,Northern,2017-02-28,0.3877995
Abim,Northern,2017-03-31,0.53609574
Abim,Northern,2017-04-30,0.57882154
Abim,Northern,2017-05-31,0.522229
Abim,Northern,2017-06-30,0.5183532
Abim,Northern,2017-07-31,0.63861734
Abim,Northern,2017-08-31,0.5438376
Abim,Northern,2017-09-30,0.6063247
Abim,Northern,2017-10-31,0.6326696
Abim,Northern,2017-11-30,0.53902984
Abim,Northern,2017-12-31,0.4224166
Abim,Northern,2018-01-31,0.40730193
Abim,Northern,2018-02-28,0.5094521
Abim,Northern,2018-03-31,0.69863105
Abim,Northern,2018-04-30,0.8718322
Abim,Northern,2018-05-31,0.72869176
Abim,Northern,2018-06-30,0.69781804
Abim,Northern,2018-07-31,0.50364715
Abim,Northern,2018-08-31,0.60385484
Abim,Northern,2018-09-30,0.46846902
Abim,Northern,2018-10-31,0.55976504
Abim,Northern,2018-11-30,0.6098588
Abim,Northern,2018-12-31,0.50395554
Abim,Northern,2019-01-31,0.4718162
Abim,Northern,2019-02-28,0.5127314
Abim,Northern,2019-03-31,0.31808278
Abim,Northern,2019-04-30,0.6054289
Abim,Northern,2019-05-31,0.6387504
Abim,Northern,2019-06-30,0.67991513
Abim,Northern,2019-07-31,0.68921024
Abim,Northern,2019-08-31,0.5539244
Abim,Northern,2019-09-30,0.54336804
Abim,Northern,2019-10-31,0.7875829
Abim,Northern,2019-11-30,0.6366496
Abim,Northern,2019-12-31,0.5456553
Abim,Northern,2020-01-31,0.56710404
Abim,Northern,2020-02-29,0.5270502
Abim,Northern,2020-03-31,0.71841663
Abim,Northern,2020-04-30,0.7266877
Abim,Northern,2020-05-31,0.6073289
Abim,Northern,2020-06-30,0.70110893
Abim,Northern,2020-07-31,0.7781773
Abim,Northern,2020-08-31,0.73639745
Abim,Northern,2020-09-30,0.6601648
Abim,Northern,2020-10-31,0.7353301
Abim,Northern,2020-11-30,0.53683335
Abim,Northern,2020-12-31,0.38226715
Abim,Northern,2021-01-31,0.46144912
Abim,Northern,2021-02-28,0.66854507
Abim,Northern,2021-03-31,0.56796396
Abim,Northern,2021-04-30,0.6143782
Abim,Northern,2021-05-31,0.60982555
Abim,Northern,2021-06-30,0.5342172
Abim,Northern,2021-07-31,0.7211809
Abim,Northern,2021-08-31,0.5780193
Abim,Northern,2021-09-30,0.61859375
Abim,Northern,2021-10-31,0.54926634
Abim,Northern,2021-11-30,0.53720313
Abim,Northern,2021-12-31,0.61411303
Abim,Northern,2022-01-31,0.6211944
Abim,Northern,2022-02-28,0.67488974
Abim,Northern,2022-03-31,0.4859706
Abim,Northern,2022-04-30,0.7175767
Abim,Northern,2022-05-31,0.56492746
Abim,Northern,2022-06-30,0.5045776
Abim,Northern,2022-07-31,0.6402263
Abim,Northern,2022-08-31,0.67398596
Abim,Northern,2022-09-30,0.5493681
Abim,Northern,2022-10-31,0.52420884
Abim,Northern,2022-11-30,0.7467592
Abim,Northern,2022-12-31,0.56285906
Abim,Northern,2023-01-31,0.30137727
Abim,Northern,2023-02-28,0.33415818
Abim,Northern,2023-03-31,0.73417765
Abim,Northern,2023-04-30,0.69695854
Abim,Northern,2023-05-31,0.46196708
Abim,Northern,2023-06-30,0.60556
Abim,Northern,2023-07-31,0.5333356
Abim,Northern,2023-08-31,0.46124062
Abim,Northern,2023-09-30,0.5257509
Abim,Northern,2023-10-31,0.6371097
Abim,Northern,2023-11-30,0.63754255
Abim,Northern,2023-12-31,0.5752757
Abim,Northern,2024-01-31,0.6198377
Abim,Northern,2024-02-29,0.5790902
Abim,Northern,2024-03-31,0.4631047
Abim,Northern,2024-04-30,0.70737153
Abim,Northern,2024-05-31,0.53568435
Abim,Northern,2024-06-30,0.52075607
Abim,Northern,2024-07-31,0.7678609
Abim,Northern,2024-08-31,0.6064295
Abim,Northern,2024-09-30,0.5735662
Abim,Northern,2024-10-31,0.59830946
Abim,Northern,2024-11-30,0.66608673
Abim,Northern,2024-12-31,0.3332866
Abim,Northern,2025-01-31,0.43761882
Abim,Northern,2025-02-28,0.37932256
Abim,Northern,2025-03-31,0.6534404
Abim,Northern,2025-04-30,0.7032148
Abim,Northern,2025-05-31,0.64389914
Abim,Northern,2025-06-30,0.47840396
Abim,Northern,2025-07-31,0.5558079
Abim,Northern,2025-08-31,0.6552335
Abim,Northern,2025-09-30,0.52424324
Abim,Northern,2025-10-31,0.662325
Abim,Northern,2025-11-30,0.5792678
Adjumani,Northern,1981-01-31,0.4548754
Adjumani,Northern,1981-02-28,0.52915186
Adjumani,Northern,1981-03-31,0.8859814
Adjumani,Northern,1981-04-30,0.82759684
Adjumani,Northern,1981-05-31,0.8048903
Adjumani,Northern,1981-06-30,0.65919316
Adjumani,Northern,1981-07-31,0.7340225
Adjumani,Northern,1981-08-31,0.7629427
Adjumani,Northern,1981-09-30,0.7671929
Adjumani,Northern,1981-10-31,0.77865654
Adjumani,Northern,1981-11-30,0.618628
Adjumani,Northern,1981-12-31,0.54352707
Adjumani,Northern,1982-01-31,0.66727644
Adjumani,Northern,1982-02-28,0.6196717
Adjumani,Northern,1982-03-31,0.68211585
Adjumani,Northern,1982-04-30,0.89284325
Adjumani,Northern,1982-05-31,0.809821
Adjumani,Northern,1982-06-30,0.64176315
Adjumani,Northern,1982-07-31,0.587196
Adjumani,Northern,1982-08-31,0.6278365
Adjumani,Northern,1982-09-30,0.69482106
Adjumani,Northern,1982-10-31,0.8176606
Adjumani,Northern,1982-11-30,0.7273796
Adjumani,Northern,1982-12-31,0.47390208
Adjumani,Northern,1983-01-31,0.4846682
Adjumani,Northern,1983-02-28,0.6536582
Adjumani,Northern,1983-03-31,0.6903801
Adjumani,Northern,1983-04-30,0.7803358
Adjumani,Northern,1983-05-31,0.76942235
Adjumani,Northern,1983-06-30,0.65295094
Adjumani,Northern,1983-07-31,0.561615
Adjumani,Northern,1983-08-31,0.6938395
Adjumani,Northern,1983-09-30,0.6752511
Adjumani,Northern,1983-10-31,0.86844194
Adjumani,Northern,1983-11-30,0.71771944
Adjumani,Northern,1983-12-31,0.5136577
Adjumani,Northern,1984-01-31,0.53319263
Adjumani,Northern,1984-02-29,0.41023836
Adjumani,Northern,1984-03-31,0.735374
Adjumani,Northern,1984-04-30,0.77585846
Adjumani,Northern,1984-05-31,0.7201964
Adjumani,Northern,1984-06-30,0.60419565
Adjumani,Northern,1984-07-31,0.64010555
Adjumani,Northern,1984-08-31,0.6645043
Adjumani,Northern,1984-09-30,0.78620654
Adjumani,Northern,1984-10-31,0.7378415
Adjumani,Northern,1984-11-30,0.7519611
Adjumani,Northern,1984-12-31,0.5122757
Adjumani,Northern,1985-01-31,0.59374315
Adjumani,Northern,1985-02-28,0.6725127
Adjumani,Northern,1985-03-31,0.7441915
Adjumani,Northern,1985-04-30,0.86383057
Adjumani,Northern,1985-05-31,0.82450354
Adjumani,Northern,1985-06-30,0.6749507
Adjumani,Northern,1985-07-31,0.71209115
Adjumani,Northern,1985-08-31,0.6436557
Adjumani,Northern,1985-09-30,0.72635597
Adjumani,Northern,1985-10-31,0.764118
Adjumani,Northern,1985-11-30,0.7082617
Adjumani,Northern,1985-12-31,0.63003373
Adjumani,Northern,1986-01-31,0.49281874
Adjumani,Northern,1986-02-28,0.68082887
Adjumani,Northern,1986-03-31,0.74122757
Adjumani,Northern,1986-04-30,0.8723343
Adjumani,Northern,1986-05-31,0.7544347
Adjumani,Northern,1986-06-30,0.79279506
Adjumani,Northern,1986-07-31,0.6643907
Adjumani,Northern,1986-08-31,0.59652185
Adjumani,Northern,1986-09-30,0.7205719
Adjumani,Northern,1986-10-31,0.7685207
Adjumani,Northern,1986-11-30,0.7373549
Adjumani,Northern,1986-12-31,0.5305151
Adjumani,Northern,1987-01-31,0.51501113
Adjumani,Northern,1987-02-28,0.66420066
Adjumani,Northern,1987-03-31,0.78865564
Adjumani,Northern,1987-04-30,0.82882565
Adjumani,Northern,1987-05-31,0.84922427
Adjumani,Northern,1987-06-30,0.6787845
Adjumani,Northern,1987-07-31,0.53453714
Adjumani,Northern,1987-08-31,0.64136297
Adjumani,Northern,1987-09-30,0.6986988
Adjumani,Northern,1987-10-31,0.770042
Adjumani,Northern,1987-11-30,0.65454006
Adjumani,Northern,1987-12-31,0.40947923
Adjumani,Northern,1988-01-31,0.6553394
Adjumani,Northern,1988-02-29,0.6279888
Adjumani,Northern,1988-03-31,0.69886655
Adjumani,Northern,1988-04-30,0.83669233
Adjumani,Northern,1988-05-31,0.6109947
Adjumani,Northern,1988-06-30,0.52960247
Adjumani,Northern,1988-07-31,0.7166399
Adjumani,Northern,1988-08-31,0.65292037
Adjumani,Northern,1988-09-30,0.8142282
Adjumani,Northern,1988-10-31,0.7790991
Adjumani,Northern,1988-11-30,0.68097776
Adjumani,Northern,1988-12-31,0.5270379
Adjumani,Northern,1989-01-31,0.5355062
Adjumani,Northern,1989-02-28,0.60845137
Adjumani,Northern,1989-03-31,0.82773465
Adjumani,Northern,1989-04-30,0.6705519
Adjumani,Northern,1989-05-31,0.7610358
Adjumani,Northern,1989-06-30,0.6450276
Adjumani,Northern,1989-07-31,0.625986
Adjumani,Northern,1989-08-31,0.52175325
Adjumani,Northern,1989-09-30,0.604957
Adjumani,Northern,1989-10-31,0.72975767
Adjumani,Northern,1989-11-30,0.74437606
Adjumani,Northern,1989-12-31,0.7670182
Adjumani,Northern,1990-01-31,0.46097207
Adjumani,Northern,1990-02-28,0.9191704
Adjumani,Northern,1990-03-31,0.83679515
Adjumani,Northern,1990-04-30,0.8198184
Adjumani,Northern,1990-05-31,0.75257206
Adjumani,Northern,1990-06-30,0.46437472
Adjumani,Northern,1990-07-31,0.6548985
Adjumani,Northern,1990-08-31,0.6570474
