District,Region,Date,Wind_V_Component
Abim,Northern,1991-01-31,-0.66885906
Abim,Northern,1991-02-28,-0.14213234
Abim,Northern,1991-03-31,-0.07870726
Abim,Northern,1991-04-30,0.4863572
Abim,Northern,1991-05-31,0.4953321
Abim,Northern,1991-06-30,0.14620133
Abim,Northern,1991-07-31,-0.093994915
Abim,Northern,1991-08-31,-0.24791737
Abim,Northern,1991-09-30,-0.31378725
Abim,Northern,1991-10-31,-0.15186243
Abim,Northern,1991-11-30,-0.50234514
Abim,Northern,1991-12-31,-0.65871376
Abim,Northern,1992-01-31,-0.90595657
Abim,Northern,1992-02-29,-0.48013964
Abim,Northern,1992-03-31,-0.61688066
Abim,Northern,1992-04-30,0.25832602
Abim,Northern,1992-05-31,0.64567786
Abim,Northern,1992-06-30,0.08112166
Abim,Northern,1992-07-31,-0.20491277
Abim,Northern,1992-08-31,-0.34202504
Abim,Northern,1992-09-30,-0.11076672
Abim,Northern,1992-10-31,-0.2848952
Abim,Northern,1992-11-30,-0.512805
Abim,Northern,1992-12-31,-0.66440386
Abim,Northern,1993-01-31,-0.84255123
Abim,Northern,1993-02-28,-0.63553125
Abim,Northern,1993-03-31,0.063617624
Abim,Northern,1993-04-30,0.016693687
Abim,Northern,1993-05-31,0.22888316
Abim,Northern,1993-06-30,-0.0054153926
Abim,Northern,1993-07-31,-0.12599562
Abim,Northern,1993-08-31,-0.15467696
Abim,Northern,1993-09-30,-0.21925028
Abim,Northern,1993-10-31,-0.4780785
Abim,Northern,1993-11-30,-0.5215386
Abim,Northern,1993-12-31,-0.92160434
Abim,Northern,1994-01-31,-0.39470804
Abim,Northern,1994-02-28,0.0062711635
Abim,Northern,1994-03-31,0.37068573
Abim,Northern,1994-04-30,0.40352857
Abim,Northern,1994-05-31,0.36505747
Abim,Northern,1994-06-30,0.017308617
Abim,Northern,1994-07-31,-0.22046064
Abim,Northern,1994-08-31,-0.28809136
Abim,Northern,1994-09-30,-0.24625842
Abim,Northern,1994-10-31,-0.29678
Abim,Northern,1994-11-30,-0.38269162
Abim,Northern,1994-12-31,-0.95694804
Abim,Northern,1995-01-31,-0.5761731
Abim,Northern,1995-02-28,-0.10920923
Abim,Northern,1995-03-31,0.004279127
Abim,Northern,1995-04-30,0.42918202
Abim,Northern,1995-05-31,0.632165
Abim,Northern,1995-06-30,0.29021904
Abim,Northern,1995-07-31,-0.09479147
Abim,Northern,1995-08-31,-0.15228553
Abim,Northern,1995-09-30,-0.21408932
Abim,Northern,1995-10-31,-0.06616115
Abim,Northern,1995-11-30,-0.40419802
Abim,Northern,1995-12-31,-0.99437684
Abim,Northern,1996-01-31,-0.549537
Abim,Northern,1996-02-29,0.1844499
Abim,Northern,1996-03-31,-0.22056842
Abim,Northern,1996-04-30,0.65020806
Abim,Northern,1996-05-31,0.52222145
Abim,Northern,1996-06-30,-0.2059915
Abim,Northern,1996-07-31,-0.23423572
Abim,Northern,1996-08-31,-0.3491622
Abim,Northern,1996-09-30,-0.22306927
Abim,Northern,1996-10-31,-0.21893199
Abim,Northern,1996-11-30,-0.71460724
Abim,Northern,1996-12-31,-0.60808253
Abim,Northern,1997-01-31,-0.60002404
Abim,Northern,1997-02-28,-0.8004016
Abim,Northern,1997-03-31,-0.64543414
Abim,Northern,1997-04-30,0.1497797
Abim,Northern,1997-05-31,0.3843907
Abim,Northern,1997-06-30,0.29579574
Abim,Northern,1997-07-31,-0.018828759
Abim,Northern,1997-08-31,-0.2752785
Abim,Northern,1997-09-30,-0.8845303
Abim,Northern,1997-10-31,-0.49795482
Abim,Northern,1997-11-30,-0.52159095
Abim,Northern,1997-12-31,-0.5252178
Abim,Northern,1998-01-31,-0.6584703
Abim,Northern,1998-02-28,-0.12919344
Abim,Northern,1998-03-31,-0.7185978
Abim,Northern,1998-04-30,0.27476713
Abim,Northern,1998-05-31,0.40645957
Abim,Northern,1998-06-30,0.3251876
Abim,Northern,1998-07-31,-0.15544072
Abim,Northern,1998-08-31,-0.19350384
Abim,Northern,1998-09-30,-0.13724644
Abim,Northern,1998-10-31,-0.08173863
Abim,Northern,1998-11-30,-0.794977
Abim,Northern,1998-12-31,-1.063963
Abim,Northern,1999-01-31,-0.48477292
Abim,Northern,1999-02-28,-0.9337816
Abim,Northern,1999-03-31,0.12438238
Abim,Northern,1999-04-30,0.41858903
Abim,Northern,1999-05-31,0.41622463
Abim,Northern,1999-06-30,0.2858555
Abim,Northern,1999-07-31,-0.16947831
Abim,Northern,1999-08-31,-0.060424987
Abim,Northern,1999-09-30,-0.03846475
Abim,Northern,1999-10-31,-0.28817362
Abim,Northern,1999-11-30,-0.7509478
Abim,Northern,1999-12-31,-0.7368567
Abim,Northern,2000-01-31,-0.71537185
Abim,Northern,2000-02-29,-0.39509726
Abim,Northern,2000-03-31,-0.07721261
Abim,Northern,2000-04-30,0.3713524
Abim,Northern,2000-05-31,0.2441163
Abim,Northern,2000-06-30,0.0067809797
Abim,Northern,2000-07-31,-0.20970504
Abim,Northern,2000-08-31,-0.36013898
Abim,Northern,2000-09-30,-0.17033546
Abim,Northern,2000-10-31,-0.28222406
Abim,Northern,2000-11-30,-0.6041846
Abim,Northern,2000-12-31,-0.33045554
Abim,Northern,2001-01-31,-0.13197118
Abim,Northern,2001-02-28,-0.27567163
Abim,Northern,2001-03-31,0.2069841
Abim,Northern,2001-04-30,0.42578188
Abim,Northern,2001-05-31,0.51069117
Abim,Northern,2001-06-30,0.1218364
Abim,Northern,2001-07-31,-0.023516543
Abim,Northern,2001-08-31,-0.23739964
Abim,Northern,2001-09-30,-0.18472005
Abim,Northern,2001-10-31,-0.0016893372
Abim,Northern,2001-11-30,-0.34815612
Abim,Northern,2001-12-31,-0.8623817
Abim,Northern,2002-01-31,-0.47205785
Abim,Northern,2002-02-28,-0.5403463
Abim,Northern,2002-03-31,0.14381213
Abim,Northern,2002-04-30,0.1961074
Abim,Northern,2002-05-31,0.7131532
Abim,Northern,2002-06-30,0.20461065
Abim,Northern,2002-07-31,-0.1029618
Abim,Northern,2002-08-31,-0.07072308
Abim,Northern,2002-09-30,-0.24124683
Abim,Northern,2002-10-31,-0.26667875
Abim,Northern,2002-11-30,-0.19047797
Abim,Northern,2002-12-31,-0.6935291
Abim,Northern,2003-01-31,-0.2868464
Abim,Northern,2003-02-28,-0.26871824
Abim,Northern,2003-03-31,-0.35318914
Abim,Northern,2003-04-30,0.12555598
Abim,Northern,2003-05-31,0.58273625
Abim,Northern,2003-06-30,0.07853145
Abim,Northern,2003-07-31,-0.17798424
Abim,Northern,2003-08-31,-0.47969595
Abim,Northern,2003-09-30,-0.11589381
Abim,Northern,2003-10-31,-0.30484608
Abim,Northern,2003-11-30,-0.68356675
Abim,Northern,2003-12-31,-0.85473305
Abim,Northern,2004-01-31,-0.81435496
Abim,Northern,2004-02-29,-0.38401294
Abim,Northern,2004-03-31,-0.02185368
Abim,Northern,2004-04-30,0.38707396
Abim,Northern,2004-05-31,0.35141897
Abim,Northern,2004-06-30,0.06659041
Abim,Northern,2004-07-31,-0.16791527
Abim,Northern,2004-08-31,-0.33695304
Abim,Northern,2004-09-30,-0.077248506
Abim,Northern,2004-10-31,-0.32699013
Abim,Northern,2004-11-30,-0.6430629
Abim,Northern,2004-12-31,-0.78847176
Abim,Northern,2005-01-31,-0.45477185
Abim,Northern,2005-02-28,-0.572545
Abim,Northern,2005-03-31,0.17904495
Abim,Northern,2005-04-30,0.09507031
Abim,Northern,2005-05-31,0.18785852
Abim,Northern,2005-06-30,0.1257336
Abim,Northern,2005-07-31,0.006282832
Abim,Northern,2005-08-31,-0.11242672
Abim,Northern,2005-09-30,-0.4980066
Abim,Northern,2005-10-31,-0.19152248
Abim,Northern,2005-11-30,-1.0583934
Abim,Northern,2005-12-31,-1.0938324
Abim,Northern,2006-01-31,-0.71960974
Abim,Northern,2006-02-28,-0.41272163
Abim,Northern,2006-03-31,0.4857076
Abim,Northern,2006-04-30,0.4654518
Abim,Northern,2006-05-31,0.41368556
Abim,Northern,2006-06-30,0.13868497
Abim,Northern,2006-07-31,-0.061377108
Abim,Northern,2006-08-31,-0.23009181
Abim,Northern,2006-09-30,-0.039061602
Abim,Northern,2006-10-31,-0.35661086
Abim,Northern,2006-11-30,-0.28529927
Abim,Northern,2006-12-31,-0.71913725
Abim,Northern,2007-01-31,-0.7238107
Abim,Northern,2007-02-28,-0.15709372
Abim,Northern,2007-03-31,-0.26715502
Abim,Northern,2007-04-30,0.07328475
Abim,Northern,2007-05-31,0.38076806
Abim,Northern,2007-06-30,0.057711583
Abim,Northern,2007-07-31,-0.22535741
Abim,Northern,2007-08-31,-0.22496058
Abim,Northern,2007-09-30,-0.31437233
Abim,Northern,2007-10-31,-0.5855344
Abim,Northern,2007-11-30,-0.76574403
Abim,Northern,2007-12-31,-0.70069045
Abim,Northern,2008-01-31,-0.75878215
Abim,Northern,2008-02-29,-0.08230119
Abim,Northern,2008-03-31,0.41118228
Abim,Northern,2008-04-30,0.13884656
Abim,Northern,2008-05-31,0.57640266
Abim,Northern,2008-06-30,0.19329865
Abim,Northern,2008-07-31,-0.18028915
Abim,Northern,2008-08-31,-0.17913209
Abim,Northern,2008-09-30,-0.28503105
Abim,Northern,2008-10-31,-0.20213819
Abim,Northern,2008-11-30,-0.6575838
Abim,Northern,2008-12-31,-0.8449077
Abim,Northern,2009-01-31,-0.5423538
Abim,Northern,2009-02-28,-0.4181516
Abim,Northern,2009-03-31,-0.44079366
Abim,Northern,2009-04-30,0.51452273
Abim,Northern,2009-05-31,0.26519147
Abim,Northern,2009-06-30,0.2534052
Abim,Northern,2009-07-31,0.16772473
Abim,Northern,2009-08-31,-0.08451816
Abim,Northern,2009-09-30,0.055279944
Abim,Northern,2009-10-31,-0.4079865
Abim,Northern,2009-11-30,-0.3025523
Abim,Northern,2009-12-31,-0.4120899
Abim,Northern,2010-01-31,-0.601387
Abim,Northern,2010-02-28,0.0304743
Abim,Northern,2010-03-31,-0.22105502
Abim,Northern,2010-04-30,0.37828824
Abim,Northern,2010-05-31,0.31579176
Abim,Northern,2010-06-30,0.192223
Abim,Northern,2010-07-31,-0.0066068782
Abim,Northern,2010-08-31,-0.31773832
Abim,Northern,2010-09-30,-0.12864162
Abim,Northern,2010-10-31,-0.177231
Abim,Northern,2010-11-30,-0.5204947
Abim,Northern,2010-12-31,-0.12038252
Abim,Northern,2011-01-31,-0.50771546
Abim,Northern,2011-02-28,-0.28241187
Abim,Northern,2011-03-31,0.3277669
Abim,Northern,2011-04-30,0.4247501
Abim,Northern,2011-05-31,0.51550204
Abim,Northern,2011-06-30,0.0006247486
Abim,Northern,2011-07-31,-0.19745988
Abim,Northern,2011-08-31,-0.22753023
Abim,Northern,2011-09-30,-0.27283767
Abim,Northern,2011-10-31,-0.18932904
Abim,Northern,2011-11-30,-0.49637315
Abim,Northern,2011-12-31,-0.85051507
Abim,Northern,2012-01-31,-1.1611563
Abim,Northern,2012-02-29,-0.69414157
Abim,Northern,2012-03-31,-0.47371635
Abim,Northern,2012-04-30,0.48780358
Abim,Northern,2012-05-31,0.566788
Abim,Northern,2012-06-30,0.06840748
Abim,Northern,2012-07-31,-0.35749826
Abim,Northern,2012-08-31,-0.37319565
Abim,Northern,2012-09-30,-0.32043317
Abim,Northern,2012-10-31,-0.6212788
Abim,Northern,2012-11-30,-0.6152331
Abim,Northern,2012-12-31,-0.6017476
Abim,Northern,2013-01-31,-0.6539727
Abim,Northern,2013-02-28,-0.38989487
Abim,Northern,2013-03-31,0.062360417
Abim,Northern,2013-04-30,0.5469393
Abim,Northern,2013-05-31,0.44040623
Abim,Northern,2013-06-30,0.064747415
Abim,Northern,2013-07-31,-0.35637966
Abim,Northern,2013-08-31,-0.2788137
Abim,Northern,2013-09-30,-0.2972422
Abim,Northern,2013-10-31,-0.24611805
Abim,Northern,2013-11-30,-0.814717
Abim,Northern,2013-12-31,-0.6595662
Abim,Northern,2014-01-31,-0.50854975
Abim,Northern,2014-02-28,-0.59782016
Abim,Northern,2014-03-31,-0.519361
Abim,Northern,2014-04-30,0.17659807
Abim,Northern,2014-05-31,0.32343063
Abim,Northern,2014-06-30,0.20769733
Abim,Northern,2014-07-31,-0.15865268
Abim,Northern,2014-08-31,-0.37162706
Abim,Northern,2014-09-30,-0.2213084
Abim,Northern,2014-10-31,-0.35993692
Abim,Northern,2014-11-30,-0.6191128
Abim,Northern,2014-12-31,-0.6892169
Abim,Northern,2015-01-31,-1.2402219
Abim,Northern,2015-02-28,-0.61345
Abim,Northern,2015-03-31,-0.6763673
Abim,Northern,2015-04-30,0.4411254
Abim,Northern,2015-05-31,0.54621255
Abim,Northern,2015-06-30,-0.013557321
Abim,Northern,2015-07-31,-0.15836403
Abim,Northern,2015-08-31,-0.08447862
Abim,Northern,2015-09-30,0.00073004764
Abim,Northern,2015-10-31,-0.23677973
Abim,Northern,2015-11-30,-0.23732936
Abim,Northern,2015-12-31,-0.7234028
Abim,Northern,2016-01-31,-0.53675
Abim,Northern,2016-02-29,-0.64117414
Abim,Northern,2016-03-31,-0.36848125
Abim,Northern,2016-04-30,0.40708792
Abim,Northern,2016-05-31,0.2753636
Abim,Northern,2016-06-30,0.28067783
Abim,Northern,2016-07-31,-0.18686034
Abim,Northern,2016-08-31,-0.41416574
Abim,Northern,2016-09-30,-0.3159403
Abim,Northern,2016-10-31,-0.5562522
Abim,Northern,2016-11-30,-0.8153665
Abim,Northern,2016-12-31,-1.1506735
Abim,Northern,2017-01-31,-1.0456729
Abim,Northern,2017-02-28,-0.7063461
Abim,Northern,2017-03-31,0.17488585
Abim,Northern,2017-04-30,-0.15372026
Abim,Northern,2017-05-31,0.31644294
Abim,Northern,2017-06-30,0.07493352
Abim,Northern,2017-07-31,-0.40905383
Abim,Northern,2017-08-31,-0.5140795
Abim,Northern,2017-09-30,-0.42371622
Abim,Northern,2017-10-31,-0.567914
Abim,Northern,2017-11-30,-0.7537499
Abim,Northern,2017-12-31,-0.95939046
Abim,Northern,2018-01-31,-0.6458044
Abim,Northern,2018-02-28,-0.7832737
Abim,Northern,2018-03-31,0.1551481
Abim,Northern,2018-04-30,0.61732566
Abim,Northern,2018-05-31,0.50638604
Abim,Northern,2018-06-30,-0.06822643
Abim,Northern,2018-07-31,0.13474934
Abim,Northern,2018-08-31,-0.12572706
Abim,Northern,2018-09-30,-0.38860485
Abim,Northern,2018-10-31,-0.3470334
Abim,Northern,2018-11-30,-0.72995645
Abim,Northern,2018-12-31,-0.8327975
Abim,Northern,2019-01-31,-0.5306472
Abim,Northern,2019-02-28,-0.8114081
Abim,Northern,2019-03-31,-0.6265456
Abim,Northern,2019-04-30,0.15426831
Abim,Northern,2019-05-31,0.5288844
Abim,Northern,2019-06-30,-0.101979256
Abim,Northern,2019-07-31,-0.1467656
Abim,Northern,2019-08-31,-0.36299577
Abim,Northern,2019-09-30,-0.2223754
Abim,Northern,2019-10-31,-0.23363037
Abim,Northern,2019-11-30,-0.39774835
Abim,Northern,2019-12-31,-0.5221005
Abim,Northern,2020-01-31,-0.8686003
Abim,Northern,2020-02-29,-0.4922925
Abim,Northern,2020-03-31,0.24442582
Abim,Northern,2020-04-30,0.39820066
Abim,Northern,2020-05-31,0.6982072
Abim,Northern,2020-06-30,0.18982154
Abim,Northern,2020-07-31,-0.085559666
Abim,Northern,2020-08-31,-0.45205918
Abim,Northern,2020-09-30,-0.3357928
Abim,Northern,2020-10-31,-0.2623715
Abim,Northern,2020-11-30,-0.43602112
Abim,Northern,2020-12-31,-0.69503206
Abim,Northern,2021-01-31,-0.40948758
Abim,Northern,2021-02-28,-0.24084286
Abim,Northern,2021-03-31,-0.16260381
Abim,Northern,2021-04-30,0.46742722
Abim,Northern,2021-05-31,0.3451536
Abim,Northern,2021-06-30,0.37966713
Abim,Northern,2021-07-31,-0.16975056
Abim,Northern,2021-08-31,-0.15848835
Abim,Northern,2021-09-30,-0.28848866
Abim,Northern,2021-10-31,-0.30648217
Abim,Northern,2021-11-30,-0.4365081
Abim,Northern,2021-12-31,-1.0926372
Abim,Northern,2022-01-31,-0.724971
Abim,Northern,2022-02-28,0.08127939
Abim,Northern,2022-03-31,-0.12555903
Abim,Northern,2022-04-30,0.072101496
Abim,Northern,2022-05-31,0.4847583
Abim,Northern,2022-06-30,0.20579106
Abim,Northern,2022-07-31,-0.026865935
Abim,Northern,2022-08-31,-0.26678908
Abim,Northern,2022-09-30,-0.33145687
Abim,Northern,2022-10-31,-0.49550912
Abim,Northern,2022-11-30,-0.4592773
Abim,Northern,2022-12-31,-0.267112
Abim,Northern,2023-01-31,-0.759432
Abim,Northern,2023-02-28,-0.69940037
Abim,Northern,2023-03-31,0.18994497
Abim,Northern,2023-04-30,0.07419438
Abim,Northern,2023-05-31,0.43866098
Abim,Northern,2023-06-30,0.05465281
Abim,Northern,2023-07-31,0.010921144
Abim,Northern,2023-08-31,-0.5139732
Abim,Northern,2023-09-30,-0.064193875
Abim,Northern,2023-10-31,-0.5679514
Abim,Northern,2023-11-30,-0.6403699
Abim,Northern,2023-12-31,-0.31947336
Abim,Northern,2024-01-31,-0.24164088
Abim,Northern,2024-02-29,0.108875714
Abim,Northern,2024-03-31,-0.046049785
Abim,Northern,2024-04-30,0.631602
Abim,Northern,2024-05-31,0.49957958
Abim,Northern,2024-06-30,0.26091918
Abim,Northern,2024-07-31,-0.19612296
Abim,Northern,2024-08-31,-0.41357073
Abim,Northern,2024-09-30,-0.27611387
Abim,Northern,2024-10-31,-0.25406823
Abim,Northern,2024-11-30,-0.42385665
Abim,Northern,2024-12-31,-0.5381629
Abim,Northern,2025-01-31,-0.42282447
Abim,Northern,2025-02-28,-0.74613243
Abim,Northern,2025-03-31,-0.2011502
Abim,Northern,2025-04-30,0.3589499
Abim,Northern,2025-05-31,0.5977974
Abim,Northern,2025-06-30,0.48729253
Abim,Northern,2025-07-31,0.035895612
Abim,Northern,2025-08-31,-0.21896847
Abim,Northern,2025-09-30,-0.4660838
Abim,Northern,2025-10-31,-0.37807572
Abim,Northern,2025-11-30,-0.34141102
Adjumani,Northern,1981-01-31,-0.09974937
Adjumani,Northern,1981-02-28,-0.42285904
Adjumani,Northern,1981-03-31,0.5455939
Adjumani,Northern,1981-04-30,1.1806531
Adjumani,Northern,1981-05-31,0.91193426
Adjumani,Northern,1981-06-30,0.5220604
Adjumani,Northern,1981-07-31,0.03784334
Adjumani,Northern,1981-08-31,0.08354782
Adjumani,Northern,1981-09-30,-0.104487404
Adjumani,Northern,1981-10-31,0.02086331
Adjumani,Northern,1981-11-30,-0.43635517
Adjumani,Northern,1981-12-31,0.032055654
Adjumani,Northern,1982-01-31,0.013331795
Adjumani,Northern,1982-02-28,-0.7143298
Adjumani,Northern,1982-03-31,0.42714873
Adjumani,Northern,1982-04-30,1.0731422
Adjumani,Northern,1982-05-31,0.778423
Adjumani,Northern,1982-06-30,0.45386118
Adjumani,Northern,1982-07-31,0.3091514
Adjumani,Northern,1982-08-31,0.10564512
Adjumani,Northern,1982-09-30,-0.17322902
Adjumani,Northern,1982-10-31,-0.10553346
Adjumani,Northern,1982-11-30,-0.38267544
Adjumani,Northern,1982-12-31,-0.61105597
Adjumani,Northern,1983-01-31,-1.8108113
Adjumani,Northern,1983-02-28,-0.39047736
Adjumani,Northern,1983-03-31,0.34935933
Adjumani,Northern,1983-04-30,0.8815775
Adjumani,Northern,1983-05-31,0.9119212
Adjumani,Northern,1983-06-30,0.38799042
Adjumani,Northern,1983-07-31,0.18545666
Adjumani,Northern,1983-08-31,-0.1502034
Adjumani,Northern,1983-09-30,-0.08069803
Adjumani,Northern,1983-10-31,-0.0031031452
Adjumani,Northern,1983-11-30,-0.13809887
Adjumani,Northern,1983-12-31,-0.6562747
Adjumani,Northern,1984-01-31,-1.4556379
Adjumani,Northern,1984-02-29,0.10180779
Adjumani,Northern,1984-03-31,0.7787467
Adjumani,Northern,1984-04-30,1.0717242
Adjumani,Northern,1984-05-31,0.724465
Adjumani,Northern,1984-06-30,0.71958673
Adjumani,Northern,1984-07-31,0.37285826
Adjumani,Northern,1984-08-31,0.112444356
Adjumani,Northern,1984-09-30,-0.14484522
Adjumani,Northern,1984-10-31,0.3399437
Adjumani,Northern,1984-11-30,-0.028648322
Adjumani,Northern,1984-12-31,-0.3002437
Adjumani,Northern,1985-01-31,0.34012732
Adjumani,Northern,1985-02-28,-0.6971644
Adjumani,Northern,1985-03-31,0.5657673
Adjumani,Northern,1985-04-30,0.7180363
Adjumani,Northern,1985-05-31,0.86818373
Adjumani,Northern,1985-06-30,0.41065818
Adjumani,Northern,1985-07-31,0.15863447
Adjumani,Northern,1985-08-31,0.21436262
Adjumani,Northern,1985-09-30,-0.16166669
Adjumani,Northern,1985-10-31,-0.044848077
Adjumani,Northern,1985-11-30,0.020572018
Adjumani,Northern,1985-12-31,-0.6489953
Adjumani,Northern,1986-01-31,-0.389221
Adjumani,Northern,1986-02-28,0.5937432
Adjumani,Northern,1986-03-31,0.62198716
Adjumani,Northern,1986-04-30,1.0818794
Adjumani,Northern,1986-05-31,1.2781166
Adjumani,Northern,1986-06-30,0.43740004
Adjumani,Northern,1986-07-31,0.22636445
Adjumani,Northern,1986-08-31,0.09565784
Adjumani,Northern,1986-09-30,-0.2608958
Adjumani,Northern,1986-10-31,-0.3424638
Adjumani,Northern,1986-11-30,-0.19564351
Adjumani,Northern,1986-12-31,-1.289039
Adjumani,Northern,1987-01-31,-0.5866286
Adjumani,Northern,1987-02-28,0.4409185
Adjumani,Northern,1987-03-31,0.5425781
Adjumani,Northern,1987-04-30,0.7868422
Adjumani,Northern,1987-05-31,1.1150757
Adjumani,Northern,1987-06-30,0.43194094
Adjumani,Northern,1987-07-31,0.4488991
Adjumani,Northern,1987-08-31,0.3790747
Adjumani,Northern,1987-09-30,-0.3357751
Adjumani,Northern,1987-10-31,-0.507968
Adjumani,Northern,1987-11-30,0.17675094
Adjumani,Northern,1987-12-31,-0.6717123
Adjumani,Northern,1988-01-31,-0.587088
Adjumani,Northern,1988-02-29,0.34355944
Adjumani,Northern,1988-03-31,0.813517
Adjumani,Northern,1988-04-30,1.1986005
Adjumani,Northern,1988-05-31,0.97895604
Adjumani,Northern,1988-06-30,0.83409655
Adjumani,Northern,1988-07-31,0.03893164
Adjumani,Northern,1988-08-31,0.026217163
Adjumani,Northern,1988-09-30,-0.115964174
Adjumani,Northern,1988-10-31,-0.08466161
Adjumani,Northern,1988-11-30,-0.09818538
Adjumani,Northern,1988-12-31,-0.03670479
Adjumani,Northern,1989-01-31,-2.0529501
Adjumani,Northern,1989-02-28,-0.7369275
